policy_id,insured_id,gender,birth_year,issue_age,issue_date,issue_year,valuation_date,valuation_year,product_type,policy_term,policy_duration,face_amount,annual_premium,payment_mode,smoking_status,risk_class,policy_status,account_value,claim_flag
P000177,I00127,M,1978,34,2012-03-23,2012,2026-12-31,2026,Term Life,20,14,2300000,9000,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000178,I00128,M,1971,52,2023-10-04,2023,2026-12-31,2026,Term Life,15,3,3100000,30400,Annual,Non-Smoker,Substandard,Inforce,0,0
P000179,I00128,M,1971,50,2021-09-29,2021,2026-12-31,2026,Whole Life,99,5,2500000,107000,Annual,Non-Smoker,Substandard,Inforce,166900,0
P000180,I00129,M,1959,59,2018-01-01,2018,2026-12-31,2026,Universal Life,50,8,1200000,62900,Annual,Smoker,Substandard,Inforce,230700,0
P000181,I00130,M,1974,50,2024-11-02,2024,2026-12-31,2026,Term Life,15,2,6900000,34800,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000182,I00131,F,1975,48,2023-06-15,2023,2026-12-31,2026,Term Life,20,3,2700000,14400,Annual,Non-Smoker,Preferred,Inforce,0,0
P000183,I00132,M,1994,18,2011-09-08,2011,2026-12-31,2026,Universal Life,40,15,3700000,42800,Annual,Non-Smoker,Preferred,Inforce,527500,0
P000184,I00133,M,1985,34,2019-01-10,2019,2026-12-31,2026,Term Life,15,7,2300000,11500,Monthly,Non-Smoker,Standard,Inforce,0,0
P000185,I00134,M,2000,20,2020-02-27,2020,2026-12-31,2026,Universal Life,50,6,1200000,14400,Monthly,Non-Smoker,Standard,Inforce,67300,0
P000186,I00135,F,1990,28,2018-07-05,2018,2026-12-31,2026,Whole Life,99,8,3100000,46800,Annual,Non-Smoker,Preferred,Inforce,205600,0
P000187,I00135,F,1990,29,2019-06-07,2019,2026-12-31,2026,Term Life,20,7,2200000,8400,Monthly,Non-Smoker,Preferred,Lapsed,0,0
P000188,I00135,F,1990,23,2013-05-03,2013,2026-12-31,2026,Whole Life,99,13,2800000,42100,Quarterly,Non-Smoker,Preferred,Inforce,248200,0
P000189,I00136,F,1965,46,2011-01-30,2011,2026-12-31,2026,Term Life,20,15,2400000,16600,Annual,Non-Smoker,Standard,Surrendered,0,0
P000190,I00137,F,1969,47,2016-05-03,2016,2026-12-31,2026,Term Life,30,10,2400000,12000,Annual,Non-Smoker,Preferred,Inforce,0,0
P000191,I00138,F,1973,52,2025-10-18,2025,2026-12-31,2026,Universal Life,40,1,3500000,111600,Annual,Smoker,Standard,Inforce,39400,0
P000192,I00139,F,1961,61,2022-02-10,2022,2026-12-31,2026,Term Life,20,4,1400000,10200,Annual,Non-Smoker,Standard,Inforce,0,0
P000193,I00140,M,1982,35,2017-02-13,2017,2026-12-31,2026,Term Life,10,9,2700000,10900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000194,I00140,M,1982,39,2021-09-06,2021,2026-12-31,2026,Universal Life,99,5,1700000,24600,Semiannual,Non-Smoker,Preferred,Inforce,85700,0
P000195,I00140,M,1982,33,2015-02-05,2015,2026-12-31,2026,Term Life,15,11,2600000,11400,Annual,Non-Smoker,Preferred,Inforce,0,0
P000196,I00141,F,1997,26,2023-09-30,2023,2026-12-31,2026,Whole Life,99,3,2700000,39300,Monthly,Non-Smoker,Preferred,Inforce,33800,0
P000197,I00141,F,1997,20,2017-03-06,2017,2026-12-31,2026,Term Life,20,9,4000000,16600,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000198,I00141,F,1997,18,2013-03-07,2013,2026-12-31,2026,Term Life,20,13,3000000,11600,Annual,Non-Smoker,Preferred,Inforce,0,0
P000199,I00141,F,1997,28,2025-12-04,2025,2026-12-31,2026,Term Life,20,1,1400000,4800,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000200,I00142,F,1959,66,2025-09-01,2025,2026-12-31,2026,Universal Life,40,1,2200000,53500,Semiannual,Non-Smoker,Standard,Inforce,36500,0
P000201,I00143,F,1959,59,2018-10-09,2018,2026-12-31,2026,Term Life,15,8,2800000,18600,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000202,I00144,F,1984,37,2021-03-26,2021,2026-12-31,2026,Universal Life,99,5,1400000,18700,Annual,Non-Smoker,Preferred,Inforce,35600,0
P000203,I00144,F,1984,28,2012-05-15,2012,2026-12-31,2026,Universal Life,30,14,1300000,12300,Annual,Non-Smoker,Preferred,Inforce,141500,0
P000204,I00145,F,1986,30,2016-09-27,2016,2026-12-31,2026,Whole Life,99,10,1500000,24700,Annual,Non-Smoker,Standard,Inforce,110000,0
P000205,I00146,F,1962,58,2020-11-06,2020,2026-12-31,2026,Term Life,15,6,2600000,30500,Semiannual,Smoker,Preferred,Inforce,0,0
P000206,I00147,F,1964,58,2022-08-05,2022,2026-12-31,2026,Term Life,20,4,2100000,17500,Monthly,Non-Smoker,Standard,Inforce,0,0
P000207,I00148,F,1992,18,2010-04-19,2010,2026-12-31,2026,Term Life,20,16,3100000,10600,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000208,I00149,F,2001,24,2025-10-04,2025,2026-12-31,2026,Whole Life,99,1,2100000,35600,Semiannual,Non-Smoker,Standard,Inforce,14800,0
P000209,I00150,F,1986,26,2012-12-19,2012,2026-12-31,2026,Universal Life,40,14,2000000,22400,Monthly,Non-Smoker,Standard,Inforce,251300,0
P000210,I00151,M,2002,21,2023-04-13,2023,2026-12-31,2026,Universal Life,40,3,1200000,13300,Quarterly,Non-Smoker,Preferred,Inforce,31800,0
P000211,I00151,M,2002,18,2016-12-31,2016,2026-12-31,2026,Term Life,30,10,1300000,4400,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000212,I00152,F,1982,38,2020-06-08,2020,2026-12-31,2026,Universal Life,40,6,2400000,64900,Annual,Smoker,Standard,Claimed,180200,1
P000213,I00153,M,1971,41,2012-07-23,2012,2026-12-31,2026,Universal Life,99,14,1400000,17200,Annual,Non-Smoker,Preferred,Lapsed,140100,0
P000214,I00154,F,1985,34,2019-12-10,2019,2026-12-31,2026,Universal Life,50,7,2000000,25700,Quarterly,Non-Smoker,Preferred,Inforce,129400,0
P000215,I00155,F,1962,54,2016-11-28,2016,2026-12-31,2026,Universal Life,40,10,3200000,71900,Monthly,Non-Smoker,Standard,Inforce,428500,0
P000216,I00155,F,1962,53,2015-07-11,2015,2026-12-31,2026,Term Life,20,11,4600000,32800,Annual,Non-Smoker,Standard,Inforce,0,0
P000217,I00155,F,1962,54,2016-08-12,2016,2026-12-31,2026,Universal Life,50,10,1500000,27000,Semiannual,Non-Smoker,Standard,Inforce,220400,0
P000218,I00155,F,1962,54,2016-09-21,2016,2026-12-31,2026,Term Life,20,10,2400000,18100,Monthly,Non-Smoker,Standard,Inforce,0,0
P000219,I00156,F,1994,30,2024-08-19,2024,2026-12-31,2026,Term Life,30,2,1700000,7400,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000220,I00157,M,1979,44,2023-03-03,2023,2026-12-31,2026,Term Life,30,3,4700000,68500,Quarterly,Smoker,Substandard,Surrendered,0,0
P000221,I00158,M,1963,57,2020-05-06,2020,2026-12-31,2026,Universal Life,40,6,800000,19100,Annual,Non-Smoker,Standard,Inforce,44500,0
P000222,I00158,M,1963,49,2012-04-25,2012,2026-12-31,2026,Term Life,10,10,4200000,24700,Monthly,Non-Smoker,Standard,Surrendered,0,0
P000223,I00159,M,1956,54,2010-02-02,2010,2026-12-31,2026,Whole Life,99,16,1200000,46900,Quarterly,Non-Smoker,Substandard,Inforce,259100,0
P000224,I00160,F,1969,45,2014-06-23,2014,2026-12-31,2026,Term Life,20,12,8500000,39500,Annual,Non-Smoker,Preferred,Lapsed,0,0
P000225,I00160,F,1969,45,2014-01-11,2014,2026-12-31,2026,Whole Life,99,12,1900000,42300,Annual,Non-Smoker,Preferred,Inforce,109000,0
P000226,I00161,M,1957,59,2016-10-28,2016,2026-12-31,2026,Term Life,20,10,2000000,13900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000227,I00162,M,2003,18,2020-10-10,2020,2026-12-31,2026,Universal Life,40,6,2900000,35700,Annual,Non-Smoker,Standard,Inforce,128800,0
P000228,I00163,M,1990,34,2024-04-27,2024,2026-12-31,2026,Term Life,20,2,9200000,41400,Annual,Non-Smoker,Standard,Inforce,0,0
P000229,I00164,F,1958,60,2018-10-29,2018,2026-12-31,2026,Whole Life,99,8,1700000,86300,Monthly,Smoker,Standard,Claimed,140600,1
P000230,I00165,F,1968,53,2021-04-23,2021,2026-12-31,2026,Term Life,30,5,5400000,32700,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000231,I00166,M,1995,18,2010-01-04,2010,2026-12-31,2026,Term Life,15,15,2300000,11100,Monthly,Non-Smoker,Standard,Lapsed,0,0
P000232,I00166,M,1995,20,2015-02-06,2015,2026-12-31,2026,Term Life,15,11,1200000,5000,Annual,Non-Smoker,Standard,Inforce,0,0
P000233,I00167,M,1995,24,2019-12-29,2019,2026-12-31,2026,Term Life,10,7,3400000,19300,Annual,Non-Smoker,Substandard,Inforce,0,0
P000234,I00168,F,1979,44,2023-11-20,2023,2026-12-31,2026,Universal Life,99,3,1800000,25100,Annual,Non-Smoker,Preferred,Inforce,46800,0
P000235,I00169,F,1964,50,2014-01-31,2014,2026-12-31,2026,Whole Life,99,12,2300000,51000,Monthly,Non-Smoker,Preferred,Inforce,326400,0
P000236,I00170,F,1975,44,2019-04-28,2019,2026-12-31,2026,Term Life,10,7,1100000,5800,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000237,I00171,M,1990,23,2013-02-04,2013,2026-12-31,2026,Universal Life,99,13,500000,5200,Annual,Non-Smoker,Preferred,Inforce,39000,0
P000238,I00172,F,1966,57,2023-01-17,2023,2026-12-31,2026,Universal Life,50,3,4600000,208200,Quarterly,Smoker,Substandard,Inforce,434300,0
P000239,I00173,M,1981,31,2012-06-18,2012,2026-12-31,2026,Term Life,20,14,4700000,29600,Semiannual,Non-Smoker,Substandard,Inforce,0,0
P000240,I00174,F,1994,18,2011-02-06,2011,2026-12-31,2026,Universal Life,50,15,1500000,31100,Annual,Non-Smoker,Substandard,Inforce,277700,0
P000241,I00175,F,1956,59,2015-09-21,2015,2026-12-31,2026,Whole Life,99,11,1600000,53900,Quarterly,Non-Smoker,Standard,Inforce,248800,0
P000242,I00175,F,1956,67,2023-05-02,2023,2026-12-31,2026,Term Life,25,3,1700000,16800,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000243,I00176,M,1967,54,2021-05-23,2021,2026-12-31,2026,Term Life,15,5,1800000,13900,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000244,I00177,M,1986,39,2025-12-09,2025,2026-12-31,2026,Universal Life,50,1,3500000,46800,Semiannual,Non-Smoker,Preferred,Inforce,30900,0
P000245,I00178,F,1985,37,2022-09-06,2022,2026-12-31,2026,Universal Life,30,4,2900000,43400,Annual,Non-Smoker,Standard,Inforce,96300,0
P000246,I00179,F,1970,52,2022-04-20,2022,2026-12-31,2026,Whole Life,99,4,3700000,116800,Quarterly,Non-Smoker,Standard,Inforce,133300,0
P000247,I00179,F,1970,45,2015-10-04,2015,2026-12-31,2026,Term Life,15,11,2300000,12300,Annual,Non-Smoker,Standard,Inforce,0,0
P000248,I00179,F,1970,52,2022-03-09,2022,2026-12-31,2026,Term Life,15,4,1000000,7000,Annual,Non-Smoker,Standard,Inforce,0,0
P000249,I00180,F,1986,26,2012-10-19,2012,2026-12-31,2026,Whole Life,99,14,1400000,34400,Annual,Non-Smoker,Substandard,Lapsed,137200,0
P000250,I00181,F,1986,27,2013-10-23,2013,2026-12-31,2026,Whole Life,99,13,1200000,15900,Annual,Non-Smoker,Preferred,Inforce,93000,0
P000251,I00182,F,1988,33,2021-08-31,2021,2026-12-31,2026,Term Life,20,5,2800000,10900,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000252,I00183,F,1965,51,2016-05-04,2016,2026-12-31,2026,Term Life,15,10,1500000,7900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000253,I00183,F,1965,53,2018-08-31,2018,2026-12-31,2026,Whole Life,99,8,1300000,34400,Monthly,Non-Smoker,Preferred,Inforce,124700,0
P000254,I00183,F,1965,57,2022-07-28,2022,2026-12-31,2026,Whole Life,99,4,1900000,41600,Annual,Non-Smoker,Preferred,Inforce,68500,0
P000255,I00184,M,1964,52,2016-04-07,2016,2026-12-31,2026,Term Life,20,10,6600000,67700,Monthly,Smoker,Preferred,Inforce,0,0
P000256,I00184,M,1964,59,2023-02-18,2023,2026-12-31,2026,Term Life,25,3,3300000,32800,Quarterly,Smoker,Preferred,Inforce,0,0
P000257,I00185,F,1969,44,2013-02-19,2013,2026-12-31,2026,Term Life,30,13,900000,5200,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000258,I00186,M,1971,50,2021-12-04,2021,2026-12-31,2026,Universal Life,30,5,1200000,31600,Annual,Non-Smoker,Substandard,Inforce,125300,0
P000259,I00187,M,1994,18,2011-08-09,2011,2026-12-31,2026,Term Life,30,15,7200000,34600,Annual,Non-Smoker,Standard,Inforce,0,0
P000260,I00187,M,1994,21,2015-07-01,2015,2026-12-31,2026,Term Life,20,11,1400000,6100,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000261,I00188,F,1972,51,2023-08-05,2023,2026-12-31,2026,Universal Life,40,3,1600000,54800,Monthly,Smoker,Standard,Inforce,59600,0
P000262,I00189,M,1963,60,2023-07-30,2023,2026-12-31,2026,Term Life,20,3,3100000,34100,Monthly,Smoker,Preferred,Inforce,0,0
P000263,I00190,M,1979,37,2016-08-27,2016,2026-12-31,2026,Universal Life,30,10,1700000,37100,Annual,Smoker,Standard,Inforce,172800,0
P000264,I00191,M,1994,20,2014-01-28,2014,2026-12-31,2026,Term Life,20,12,4100000,13700,Annual,Non-Smoker,Preferred,Inforce,0,0
P000265,I00192,F,1968,48,2016-12-10,2016,2026-12-31,2026,Universal Life,99,10,2200000,59800,Quarterly,Smoker,Standard,Inforce,396200,0
P000266,I00192,F,1968,48,2016-11-30,2016,2026-12-31,2026,Universal Life,99,10,2400000,68300,Monthly,Smoker,Standard,Inforce,305500,0
P000267,I00193,M,1979,39,2018-11-27,2018,2026-12-31,2026,Whole Life,99,8,1600000,38400,Monthly,Non-Smoker,Standard,Claimed,161700,1
P000268,I00193,M,1979,39,2018-02-20,2018,2026-12-31,2026,Term Life,25,8,900000,5600,Annual,Non-Smoker,Standard,Inforce,0,0
P000269,I00194,M,1976,40,2016-02-01,2016,2026-12-31,2026,Term Life,10,10,4100000,21200,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000270,I00195,M,1984,41,2025-07-26,2025,2026-12-31,2026,Whole Life,99,1,1500000,55500,Annual,Smoker,Preferred,Lapsed,15400,0
P000271,I00196,M,1974,40,2014-06-23,2014,2026-12-31,2026,Term Life,20,12,1700000,9300,Annual,Non-Smoker,Standard,Inforce,0,0
P000272,I00197,M,1975,44,2019-02-25,2019,2026-12-31,2026,Term Life,30,7,2300000,25800,Quarterly,Smoker,Standard,Inforce,0,0
P000273,I00197,M,1975,38,2013-05-08,2013,2026-12-31,2026,Term Life,10,10,2800000,26800,Monthly,Smoker,Standard,Inforce,0,0
P000274,I00198,M,1998,20,2018-04-09,2018,2026-12-31,2026,Whole Life,99,8,2300000,35000,Semiannual,Non-Smoker,Preferred,Lapsed,66300,0
P000275,I00198,M,1998,21,2019-04-08,2019,2026-12-31,2026,Term Life,30,7,3900000,16600,Annual,Non-Smoker,Preferred,Inforce,0,0
P000276,I00199,F,1986,29,2015-10-02,2015,2026-12-31,2026,Term Life,25,11,4100000,16700,Quarterly,Non-Smoker,Preferred,Inforce,0,0
P000277,I00199,F,1986,38,2024-08-17,2024,2026-12-31,2026,Term Life,15,2,1600000,7600,Annual,Non-Smoker,Preferred,Inforce,0,0
P000278,I00200,M,2000,23,2023-03-13,2023,2026-12-31,2026,Universal Life,99,3,3700000,50600,Annual,Non-Smoker,Standard,Inforce,93700,0
P000279,I00200,M,2000,23,2023-08-05,2023,2026-12-31,2026,Term Life,20,3,4100000,20600,Monthly,Non-Smoker,Standard,Inforce,0,0
P000280,I00201,M,2003,20,2023-04-04,2023,2026-12-31,2026,Term Life,30,3,1700000,6800,Monthly,Non-Smoker,Standard,Inforce,0,0
P000281,I00202,M,1975,50,2025-05-23,2025,2026-12-31,2026,Term Life,20,1,2100000,17200,Annual,Non-Smoker,Substandard,Inforce,0,0
P000282,I00203,M,1989,34,2023-08-25,2023,2026-12-31,2026,Whole Life,99,3,1000000,28000,Quarterly,Non-Smoker,Substandard,Inforce,26800,0
P000283,I00204,F,1986,35,2021-05-08,2021,2026-12-31,2026,Universal Life,99,5,1300000,25300,Annual,Smoker,Preferred,Inforce,92400,0
P000284,I00204,F,1986,37,2023-02-08,2023,2026-12-31,2026,Term Life,15,3,4300000,31700,Annual,Smoker,Preferred,Inforce,0,0
P000285,I00205,F,1984,31,2015-08-15,2015,2026-12-31,2026,Term Life,30,11,2100000,10600,Semiannual,Non-Smoker,Standard,Claimed,0,1
P000286,I00206,M,1993,32,2025-10-09,2025,2026-12-31,2026,Universal Life,40,1,2200000,30900,Annual,Non-Smoker,Standard,Inforce,13800,0
P000287,I00207,M,2003,18,2018-02-20,2018,2026-12-31,2026,Whole Life,99,8,1600000,51700,Monthly,Smoker,Standard,Inforce,109600,0
P000288,I00208,M,1966,59,2025-01-26,2025,2026-12-31,2026,Whole Life,99,1,1200000,33600,Quarterly,Non-Smoker,Preferred,Inforce,8100,0
P000289,I00209,F,1995,24,2019-11-30,2019,2026-12-31,2026,Whole Life,99,7,600000,11700,Annual,Non-Smoker,Standard,Inforce,34500,0
P000290,I00210,F,2001,22,2023-10-04,2023,2026-12-31,2026,Whole Life,99,3,600000,12200,Quarterly,Non-Smoker,Standard,Inforce,14500,0
P000291,I00211,F,1972,51,2023-01-08,2023,2026-12-31,2026,Whole Life,99,3,900000,39900,Semiannual,Smoker,Standard,Surrendered,51500,0
P000292,I00212,M,1975,45,2020-02-17,2020,2026-12-31,2026,Universal Life,50,6,2600000,69600,Annual,Smoker,Standard,Inforce,244800,0
P000293,I00213,F,1967,48,2015-05-02,2015,2026-12-31,2026,Term Life,10,10,4600000,32000,Annual,Non-Smoker,Standard,Inforce,0,0
P000294,I00214,M,1975,40,2015-03-27,2015,2026-12-31,2026,Whole Life,99,11,2000000,41400,Annual,Non-Smoker,Standard,Inforce,154400,0
P000295,I00215,M,1962,51,2013-07-28,2013,2026-12-31,2026,Whole Life,99,13,3800000,96200,Annual,Non-Smoker,Standard,Inforce,373700,0
P000296,I00215,M,1962,62,2024-09-05,2024,2026-12-31,2026,Whole Life,99,2,2400000,73100,Monthly,Non-Smoker,Standard,Inforce,39500,0
P000297,I00216,M,2000,19,2019-09-04,2019,2026-12-31,2026,Whole Life,99,7,1400000,20200,Monthly,Non-Smoker,Preferred,Inforce,39000,0
P000298,I00217,M,1994,27,2021-04-20,2021,2026-12-31,2026,Term Life,20,5,2700000,13400,Monthly,Non-Smoker,Standard,Inforce,0,0
P000299,I00218,F,2000,18,2018-07-25,2018,2026-12-31,2026,Term Life,25,8,3300000,14500,Semiannual,Non-Smoker,Preferred,Inforce,0,0
P000300,I00218,F,2000,18,2017-01-31,2017,2026-12-31,2026,Whole Life,99,9,2200000,29000,Annual,Non-Smoker,Preferred,Inforce,92900,0
P000301,I00219,F,1961,59,2020-03-25,2020,2026-12-31,2026,Term Life,20,6,7900000,56200,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000302,I00220,M,1977,41,2018-07-14,2018,2026-12-31,2026,Term Life,20,8,2200000,10400,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000303,I00220,M,1977,39,2016-01-02,2016,2026-12-31,2026,Universal Life,50,10,5100000,72500,Annual,Non-Smoker,Preferred,Inforce,409200,0
P000304,I00221,F,1998,19,2017-07-19,2017,2026-12-31,2026,Term Life,15,9,4300000,20700,Monthly,Non-Smoker,Standard,Inforce,0,0
P000305,I00222,F,1986,37,2023-05-16,2023,2026-12-31,2026,Term Life,20,3,2500000,13200,Annual,Non-Smoker,Standard,Inforce,0,0
P000306,I00223,F,1965,52,2017-08-21,2017,2026-12-31,2026,Term Life,20,9,3700000,43700,Monthly,Smoker,Standard,Inforce,0,0
P000307,I00224,F,1976,45,2021-05-27,2021,2026-12-31,2026,Term Life,30,5,3900000,21400,Annual,Non-Smoker,Standard,Inforce,0,0
P000308,I00225,F,1976,47,2023-08-05,2023,2026-12-31,2026,Whole Life,99,3,2400000,69500,Annual,Non-Smoker,Standard,Inforce,64000,0
P000309,I00226,F,1997,18,2012-12-22,2012,2026-12-31,2026,Whole Life,99,14,2300000,35000,Quarterly,Non-Smoker,Preferred,Inforce,127900,0
P000310,I00227,F,1979,41,2020-10-11,2020,2026-12-31,2026,Term Life,15,6,3400000,20800,Annual,Non-Smoker,Standard,Inforce,0,0
P000311,I00227,F,1979,40,2019-12-05,2019,2026-12-31,2026,Term Life,15,7,1000000,5000,Monthly,Non-Smoker,Standard,Inforce,0,0
P000312,I00227,F,1979,37,2016-09-06,2016,2026-12-31,2026,Universal Life,40,10,1500000,23000,Monthly,Non-Smoker,Standard,Inforce,166700,0
P000313,I00228,M,1976,48,2024-03-20,2024,2026-12-31,2026,Term Life,15,2,3800000,23400,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000314,I00229,M,1982,39,2021-04-08,2021,2026-12-31,2026,Term Life,20,5,3300000,16300,Annual,Non-Smoker,Preferred,Inforce,0,0
P000315,I00229,M,1982,34,2016-05-31,2016,2026-12-31,2026,Term Life,20,10,3700000,15400,Annual,Non-Smoker,Preferred,Inforce,0,0
P000316,I00230,F,1983,35,2018-04-22,2018,2026-12-31,2026,Universal Life,40,8,3400000,54100,Annual,Non-Smoker,Standard,Inforce,243400,0
P000317,I00231,M,1967,58,2025-01-30,2025,2026-12-31,2026,Term Life,10,1,6000000,50900,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000318,I00231,M,1967,50,2017-10-24,2017,2026-12-31,2026,Whole Life,99,9,900000,27100,Monthly,Non-Smoker,Standard,Inforce,83300,0
P000319,I00232,F,1972,47,2019-10-05,2019,2026-12-31,2026,Term Life,20,7,3200000,31700,Annual,Smoker,Standard,Inforce,0,0
P000320,I00233,M,1956,62,2018-02-01,2018,2026-12-31,2026,Term Life,15,8,4000000,27900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000321,I00234,M,1983,36,2019-06-10,2019,2026-12-31,2026,Term Life,25,7,2900000,12900,Quarterly,Non-Smoker,Preferred,Lapsed,0,0
P000322,I00235,M,1975,48,2023-01-30,2023,2026-12-31,2026,Term Life,10,3,3100000,21700,Annual,Non-Smoker,Standard,Inforce,0,0
P000323,I00236,M,1969,53,2022-01-26,2022,2026-12-31,2026,Term Life,20,4,2400000,15200,Annual,Non-Smoker,Preferred,Inforce,0,0
P000324,I00236,M,1969,52,2021-10-27,2021,2026-12-31,2026,Term Life,20,5,4900000,26500,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000325,I00237,F,1981,35,2016-09-01,2016,2026-12-31,2026,Term Life,30,10,3100000,24500,Annual,Smoker,Standard,Inforce,0,0
P000326,I00238,F,1985,34,2019-09-15,2019,2026-12-31,2026,Term Life,20,7,3200000,14000,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000327,I00239,F,1969,50,2019-09-29,2019,2026-12-31,2026,Universal Life,30,7,6400000,114100,Monthly,Non-Smoker,Standard,Inforce,648400,0
P000328,I00240,F,1977,40,2017-03-22,2017,2026-12-31,2026,Term Life,15,9,1400000,6100,Monthly,Non-Smoker,Preferred,Surrendered,0,0
P000329,I00241,M,1978,40,2018-01-30,2018,2026-12-31,2026,Term Life,20,8,4300000,25900,Quarterly,Non-Smoker,Standard,Inforce,0,0
P000330,I00241,M,1978,38,2016-09-17,2016,2026-12-31,2026,Whole Life,99,10,2100000,45200,Annual,Non-Smoker,Standard,Inforce,128800,0
P000331,I00241,M,1978,46,2024-02-11,2024,2026-12-31,2026,Term Life,15,2,5600000,31200,Monthly,Non-Smoker,Standard,Surrendered,0,0
P000332,I00242,M,1998,18,2010-04-06,2010,2026-12-31,2026,Term Life,25,16,1300000,5100,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000333,I00242,M,1998,18,2016-02-05,2016,2026-12-31,2026,Universal Life,30,10,2200000,30700,Monthly,Non-Smoker,Standard,Inforce,186400,0
P000334,I00242,M,1998,21,2019-11-01,2019,2026-12-31,2026,Term Life,20,7,5500000,26400,Monthly,Non-Smoker,Standard,Inforce,0,0
P000335,I00243,F,1967,55,2022-02-04,2022,2026-12-31,2026,Whole Life,99,4,1200000,30200,Annual,Non-Smoker,Standard,Inforce,61100,0
P000336,I00243,F,1967,47,2014-12-12,2014,2026-12-31,2026,Term Life,30,12,2300000,13900,Semiannual,Non-Smoker,Standard,Inforce,0,0
P000337,I00244,F,1976,45,2021-05-01,2021,2026-12-31,2026,Term Life,20,5,2200000,24600,Annual,Smoker,Standard,Inforce,0,0
P000338,I00245,M,1997,22,2019-07-26,2019,2026-12-31,2026,Term Life,20,7,1700000,6900,Annual,Non-Smoker,Preferred,Inforce,0,0
P000339,I00246,M,1991,31,2022-03-03,2022,2026-12-31,2026,Term Life,10,4,3600000,27000,Semiannual,Smoker,Standard,Inforce,0,0
P000340,I00246,M,1991,22,2013-10-19,2013,2026-12-31,2026,Whole Life,99,13,1700000,51500,Annual,Smoker,Standard,Inforce,365100,0
P000341,I00246,M,1991,28,2019-05-07,2019,2026-12-31,2026,Universal Life,99,7,3200000,59500,Semiannual,Smoker,Standard,Surrendered,156300,0
P000342,I00247,M,1987,32,2019-10-24,2019,2026-12-31,2026,Term Life,30,7,2500000,18200,Semiannual,Smoker,Preferred,Inforce,0,0
P000343,I00248,F,1957,62,2019-11-01,2019,2026-12-31,2026,Whole Life,99,7,1400000,65300,Semiannual,Smoker,Standard,Inforce,230600,0
P000344,I00248,F,1957,65,2022-01-21,2022,2026-12-31,2026,Term Life,15,4,2300000,30600,Quarterly,Smoker,Standard,Inforce,0,0
P000345,I00248,F,1957,67,2024-11-13,2024,2026-12-31,2026,Whole Life,99,2,4300000,278500,Semiannual,Smoker,Standard,Inforce,116100,0
P000346,I00249,F,1973,42,2015-02-11,2015,2026-12-31,2026,Universal Life,99,11,4400000,68500,Annual,Non-Smoker,Standard,Lapsed,300300,0
P000347,I00249,F,1973,40,2013-08-03,2013,2026-12-31,2026,Term Life,30,13,2400000,11900,Annual,Non-Smoker,Standard,Inforce,0,0
P000348,I00249,F,1973,48,2021-12-03,2021,2026-12-31,2026,Term Life,30,5,2300000,16400,Monthly,Non-Smoker,Standard,Inforce,0,0
P000349,I00250,M,1977,34,2011-10-26,2011,2026-12-31,2026,Term Life,20,15,1800000,8000,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000350,I00250,M,1977,38,2015-10-17,2015,2026-12-31,2026,Term Life,15,11,4600000,19100,Monthly,Non-Smoker,Preferred,Inforce,0,0
P000351,I00251,F,1983,38,2021-09-25,2021,2026-12-31,2026,Universal Life,30,5,3400000,55600,Annual,Non-Smoker,Standard,Inforce,115600,0
P000352,I00252,F,1984,29,2013-06-11,2013,2026-12-31,2026,Whole Life,99,13,1700000,31100,Monthly,Non-Smoker,Standard,Inforce,178500,0
P000353,I00253,M,1993,21,2014-05-14,2014,2026-12-31,2026,Term Life,15,12,2100000,8300,Annual,Non-Smoker,Standard,Inforce,0,0
P000354,I00253,M,1993,29,2022-04-15,2022,2026-12-31,2026,Term Life,30,4,2000000,9600,Monthly,Non-Smoker,Standard,Inforce,0,0
